"GEO_ID","NAME","B25077_001E","B25077_001M","B25077_001MA","B25077_001EA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"1600000US0600135","Acalanes Ridge CDP, California","1132600","118181","null","null",
"1600000US0600156","Acampo CDP, California","-","**","**","-",
"1600000US0600212","Acton CDP, California","582600","24296","null","null",
"1600000US0600296","Adelanto city, California","239100","9430","null","null",
"1600000US0600310","Adin CDP, California","139100","23299","null","null",
"1600000US0600394","Agoura Hills city, California","857700","32809","null","null",
"1600000US0600450","Agua Dulce CDP, California","672800","56766","null","null",
"1600000US0600464","Aguanga CDP, California","-","**","**","-",
"1600000US0600478","Ahwahnee CDP, California","352100","50802","null","null",
"1600000US0600535","Airport CDP, California","-","**","**","-",
"1600000US0600562","Alameda city, California","972800","23222","null","null",
"1600000US0600618","Alamo CDP, California","1802100","83633","null","null",
"1600000US0600674","Albany city, California","963700","43963","null","null",
"1600000US0600716","Albion CDP, California","811200","408121","null","null",
"1600000US0600786","Alderpoint CDP, California","-","**","**","-",
"1600000US0600884","Alhambra city, California","654000","10254","null","null",
"1600000US0600898","Alhambra Valley CDP, California","983300","123162","null","null",
"1600000US0600947","Aliso Viejo city, California","685700","16435","null","null",
"1600000US0600982","Alleghany CDP, California","-","**","**","-",
"1600000US0600996","Allendale CDP, California","683900","141839","null","null",
"1600000US0601010","Allensworth CDP, California","108900","15043","null","null",
"1600000US0601094","Almanor CDP, California","-","**","**","-",
"1600000US0601150","Alondra Park CDP, California","629200","18373","null","null",
"1600000US0601164","Alpaugh CDP, California","82700","33651","null","null",
"1600000US0601192","Alpine CDP, California","654200","21849","null","null",
"1600000US0601228","Alpine Village CDP, California","377300","60840","null","null",
"1600000US0601276","Alta CDP, California","448400","65447","null","null",
"1600000US0601290","Altadena CDP, California","879600","25817","null","null",
"1600000US0601358","Alta Sierra CDP (Kern County), California","-","**","**","-",
"1600000US0601360","Alta Sierra CDP (Nevada County), California","455000","22570","null","null",
"1600000US0601416","Alto CDP, California","2,000,000+","***","***","2,000,000+",
"1600000US0601444","Alturas city, California","127000","14606","null","null",
"1600000US0601458","Alum Rock CDP, California","724100","46813","null","null",
"1600000US0601514","Amador City city, California","446200","70485","null","null",
"1600000US0601518","Amador Pines CDP, California","317300","44107","null","null",
"1600000US0601640","American Canyon city, California","553800","17738","null","null",
"1600000US0601651","Amesti CDP, California","750500","103441","null","null",
"1600000US0602000","Anaheim city, California","623300","6226","null","null",
"1600000US0602028","Anchor Bay CDP, California","591700","432319","null","null",
"1600000US0602042","Anderson city, California","222100","8560","null","null",
"1600000US0602112","Angels city, California","410700","48461","null","null",
"1600000US0602168","Angwin CDP, California","638500","67541","null","null",
"1600000US0602210","Antelope CDP, California","361100","7943","null","null",
"1600000US0602252","Antioch city, California","467500","9055","null","null",
"1600000US0602294","Anza CDP, California","236000","44238","null","null",
"1600000US0602364","Apple Valley town, California","292500","8614","null","null",
"1600000US0602378","Aptos CDP, California","898100","48002","null","null",
"1600000US0602382","Aptos Hills-Larkin Valley CDP, California","878000","113934","null","null",
"1600000US0602420","Arbuckle CDP, California","315600","36439","null","null",
"1600000US0602462","Arcadia city, California","1152200","38644","null","null",
"1600000US0602476","Arcata city, California","364100","15785","null","null",
"1600000US0602553","Arden-Arcade CDP, California","407200","15791","null","null",
"1600000US0602700","Armona CDP, California","188200","25603","null","null",
"1600000US0602770","Arnold CDP, California","360200","73523","null","null",
"1600000US0602812","Aromas CDP, California","808800","75136","null","null",
"1600000US0602868","Arroyo Grande city, California","636500","25309","null","null",
"1600000US0602896","Artesia city, California","635000","38098","null","null",
"1600000US0602910","Artois CDP, California","208800","59972","null","null",
"1600000US0602924","Arvin city, California","193100","10957","null","null",
"1600000US0602980","Ashland CDP, California","587000","35284","null","null",
"1600000US0603026","Aspen Springs CDP, California","-","**","**","-",
"1600000US0603064","Atascadero city, California","552900","18416","null","null",
"1600000US0603092","Atherton town, California","2,000,000+","***","***","2,000,000+",
"1600000US0603162","Atwater city, California","265200","7787","null","null",
"1600000US0603190","Auberry CDP, California","283900","35656","null","null",
"1600000US0603204","Auburn city, California","514400","31801","null","null",
"1600000US0603205","Auburn Lake Trails CDP, California","434200","24460","null","null",
"1600000US0603209","August CDP, California","207400","29835","null","null",
"1600000US0603274","Avalon city, California","884600","365280","null","null",
"1600000US0603302","Avenal city, California","180200","22867","null","null",
"1600000US0603316","Avery CDP, California","376100","63464","null","null",
"1600000US0603330","Avila Beach CDP, California","958600","149513","null","null",
"1600000US0603344","Avocado Heights CDP, California","575100","19440","null","null",
"1600000US0603386","Azusa city, California","477300","16026","null","null",
"1600000US0603512","Baker CDP, California","86300","76382","null","null",
"1600000US0603526","Bakersfield city, California","272000","3562","null","null",
"1600000US0603546","Bakersfield Country Club CDP, California","318100","24194","null","null",
"1600000US0603666","Baldwin Park city, California","464800","6703","null","null",
"1600000US0603694","Ballard CDP, California","1104200","742115","null","null",
"1600000US0603708","Ballico CDP, California","369000","222162","null","null",
"1600000US0603792","Bangor CDP, California","309200","62424","null","null",
"1600000US0603820","Banning city, California","255300","9561","null","null",
"1600000US0604030","Barstow city, California","147000","10435","null","null",
"1600000US0604198","Bass Lake CDP, California","674300","228996","null","null",
"1600000US0604415","Bay Point CDP, California","375700","30214","null","null",
"1600000US0604470","Bayview CDP (Contra Costa County), California","641600","34071","null","null",
"1600000US0604478","Bayview CDP (Humboldt County), California","300000","79701","null","null",
"1600000US0604549","Baywood Park CDP, California","2,000,000+","***","***","2,000,000+",
"1600000US0604576","Beale AFB CDP, California","-","**","**","-",
"1600000US0604632","Bear Creek CDP, California","-","**","**","-",
"1600000US0604716","Bear Valley CDP (Alpine County), California","875000","766373","null","null",
"1600000US0604730","Bear Valley CDP (Mariposa County), California","233900","120899","null","null",
"1600000US0604734","Bear Valley Springs CDP, California","373600","31824","null","null",
"1600000US0604758","Beaumont city, California","356700","5591","null","null",
"1600000US0604772","Beckwourth CDP, California","332400","52274","null","null",
"1600000US0604856","Belden CDP, California","-","**","**","-",
"1600000US0604870","Bell city, California","450900","11789","null","null",
"1600000US0604926","Bella Vista CDP, California","367600","19574","null","null",
"1600000US0604938","Bell Canyon CDP, California","1689100","165590","null","null",
"1600000US0604982","Bellflower city, California","535300","17855","null","null",
"1600000US0604996","Bell Gardens city, California","423700","22370","null","null",
"1600000US0605108","Belmont city, California","1682000","47153","null","null",
"1600000US0605164","Belvedere city, California","2,000,000+","***","***","2,000,000+",
"1600000US0605262","Benbow CDP, California","292500","60650","null","null",
"1600000US0605276","Bend CDP, California","410700","89622","null","null",
"1600000US0605290","Benicia city, California","627000","14049","null","null",
"1600000US0605332","Ben Lomond CDP, California","814700","38023","null","null",
"1600000US0605346","Benton CDP, California","228800","15151","null","null",
"1600000US0605356","Benton Park CDP, California","179000","21007","null","null",
"1600000US0606000","Berkeley city, California","1111000","19781","null","null",
"1600000US0606028","Bermuda Dunes CDP, California","383700","20837","null","null",
"1600000US0606070","Berry Creek CDP, California","217900","40863","null","null",
"1600000US0606150","Bertsch-Oceanview CDP, California","162800","52112","null","null",
"1600000US0606210","Bethel Island CDP, California","433300","96316","null","null",
"1600000US0606308","Beverly Hills city, California","2,000,000+","***","***","2,000,000+",
"1600000US0606336","Bieber CDP, California","-","**","**","-",
"1600000US0606406","Big Bear City CDP, California","309500","20013","null","null",
"1600000US0606434","Big Bear Lake city, California","446500","64841","null","null",
"1600000US0606475","Big Bend CDP, California","112500","33413","null","null",
"1600000US0606518","Big Creek CDP, California","297700","52559","null","null",
"1600000US0606560","Biggs city, California","241900","19068","null","null",
"1600000US0606567","Big Lagoon CDP, California","372900","27819","null","null",
"1600000US0606616","Big Pine CDP, California","248500","36348","null","null",
"1600000US0606635","Big River CDP, California","107100","19166","null","null",
"1600000US0606728","Biola CDP, California","169200","26556","null","null",
"1600000US0606798","Bishop city, California","350500","33655","null","null",
"1600000US0606928","Blackhawk CDP, California","1429900","74026","null","null",
"1600000US0606935","Blacklake CDP, California","700400","85673","null","null",
"1600000US0606982","Black Point-Green Point CDP, California","1377600","434205","null","null",
"1600000US0606994","Blairsden CDP, California","-","**","**","-",
"1600000US0607036","Bloomfield CDP, California","940600","99782","null","null",
"1600000US0607064","Bloomington CDP, California","334100","15624","null","null",
"1600000US0607162","Blue Lake city, California","355300","33078","null","null",
"1600000US0607172","Bluewater CDP, California","44200","30233","null","null",
"1600000US0607218","Blythe city, California","167800","15002","null","null",
"1600000US0607246","Bodega CDP, California","928900","563323","null","null",
"1600000US0607260","Bodega Bay CDP, California","1084200","231232","null","null",
"1600000US0607274","Bodfish CDP, California","109500","27337","null","null",
"1600000US0607316","Bolinas CDP, California","1119300","143177","null","null",
"1600000US0607372","Bombay Beach CDP, California","44400","33674","null","null",
"1600000US0607378","Bonadelle Ranchos CDP, California","365600","15982","null","null",
"1600000US0607414","Bonita CDP, California","728300","37009","null","null",
"1600000US0607470","Bonny Doon CDP, California","996400","79208","null","null",
"1600000US0607498","Bonsall CDP, California","733300","99629","null","null",
"1600000US0607512","Boonville CDP, California","540000","120392","null","null",
"1600000US0607525","Bootjack CDP, California","317700","60137","null","null",
"1600000US0607568","Boron CDP, California","84500","12302","null","null",
"1600000US0607578","Boronda CDP, California","379300","129786","null","null",
"1600000US0607596","Borrego Springs CDP, California","339600","129440","null","null",
"1600000US0607624","Bostonia CDP, California","422900","54327","null","null",
"1600000US0607652","Boulder Creek CDP, California","635800","38522","null","null",
"1600000US0607694","Boulevard CDP, California","-","**","**","-",
"1600000US0607750","Bowles CDP, California","343200","26403","null","null",
"1600000US0607848","Boyes Hot Springs CDP, California","645100","28900","null","null",
"1600000US0607946","Bradbury city, California","1750000","608205","null","null",
"1600000US0607974","Bradley CDP, California","281300","74725","null","null",
"1600000US0608058","Brawley city, California","225300","12675","null","null",
"1600000US0608100","Brea city, California","727500","22279","null","null",
"1600000US0608142","Brentwood city, California","634700","9226","null","null",
"1600000US0608172","Bret Harte CDP, California","169700","33456","null","null",
"1600000US0608240","Bridgeport CDP, California","-","**","**","-",
"1600000US0608310","Brisbane city, California","923800","60607","null","null",
"1600000US0608338","Broadmoor CDP, California","957700","68768","null","null",
"1600000US0608478","Brookdale CDP, California","628200","61193","null","null",
"1600000US0608506","Brooks CDP, California","-","**","**","-",
"1600000US0608530","Brooktrails CDP, California","323000","25506","null","null",
"1600000US0608680","Buckhorn CDP, California","276900","27684","null","null",
"1600000US0608716","Buck Meadows CDP, California","-","**","**","-",
"1600000US0608744","Bucks Lake CDP, California","-","**","**","-",
"1600000US0608758","Buellton city, California","600600","47412","null","null",
"1600000US0608786","Buena Park city, California","627200","7869","null","null",
"1600000US0608828","Buena Vista CDP, California","193100","80181","null","null",
"1600000US0608954","Burbank city, California","837900","14004","null","null",
"1600000US0608968","Burbank CDP, California","962700","67506","null","null",
"1600000US0609066","Burlingame city, California","2,000,000+","***","***","2,000,000+",
"1600000US0609122","Burney CDP, California","169800","16531","null","null",
"1600000US0609150","Burnt Ranch CDP, California","212500","192576","null","null",
"1600000US0609310","Butte Creek Canyon CDP, California","560700","186569","null","null",
"1600000US0609318","Butte Meadows CDP, California","-","**","**","-",
"1600000US0609324","Butte Valley CDP, California","490000","105470","null","null",
"1600000US0609332","Buttonwillow CDP, California","124500","30406","null","null",
"1600000US0609346","Byron CDP, California","679600","151418","null","null",
"1600000US0609353","Bystrom CDP, California","160300","51801","null","null",
"1600000US0609360","Cabazon CDP, California","205400","69802","null","null",
"1600000US0609598","Calabasas city, California","1141600","67109","null","null",
"1600000US0609710","Calexico city, California","233100","12106","null","null",
"1600000US0609780","California City city, California","169100","11966","null","null",
"1600000US0609822","California Hot Springs CDP, California","-","**","**","-",
"1600000US0609834","California Pines CDP, California","110700","71013","null","null",
"1600000US0609835","California Polytechnic State University CDP, California","451800","22590","null","null",
"1600000US0609864","Calimesa city, California","279200","39226","null","null",
"1600000US0609878","Calipatria city, California","148800","22662","null","null",
"1600000US0609892","Calistoga city, California","577400","172087","null","null",
"1600000US0609948","Callender CDP, California","651800","283665","null","null",
"1600000US0609990","Calpella CDP, California","444700","64774","null","null",
"1600000US0610004","Calpine CDP, California","369400","84939","null","null",
"1600000US0610032","Calwa CDP, California","185600","35842","null","null",
"1600000US0610042","Camanche North Shore CDP, California","280100","13834","null","null",
"1600000US0610044","Camanche Village CDP, California","403700","53686","null","null",
"1600000US0610046","Camarillo city, California","637000","8325","null","null",
"1600000US0610074","Cambria CDP, California","699600","34573","null","null",
"1600000US0610088","Cambrian Park CDP, California","1641200","135536","null","null",
"1600000US0610256","Cameron Park CDP, California","490900","15550","null","null",
"1600000US0610270","Camino CDP, California","420800","44802","null","null",
"1600000US0610301","Camino Tassajara CDP, California","1483900","150066","null","null",
"1600000US0610345","Campbell city, California","1232700","37190","null","null",
"1600000US0610494","Camp Nelson CDP, California","-","**","**","-",
"1600000US0610508","Campo CDP, California","282800","10553","null","null",
"1600000US0610554","Camp Pendleton Mainside CDP, California","-","**","**","-",
"1600000US0610561","Camp Pendleton South CDP, California","-","**","**","-",
"1600000US0610676","Camptonville CDP, California","281800","45972","null","null",
"1600000US0610732","Canby CDP, California","-","**","**","-",
"1600000US0610816","Cantua Creek CDP, California","-","**","**","-",
"1600000US0610914","Canyondam CDP, California","-","**","**","-",
"1600000US0610928","Canyon Lake city, California","496700","26980","null","null",
"1600000US0611040","Capitola city, California","706600","56238","null","null",
"1600000US0611166","Caribou CDP, California","-","**","**","-",
"1600000US0611194","Carlsbad city, California","901700","16754","null","null",
"1600000US0611250","Carmel-by-the-Sea city, California","1539700","305912","null","null",
"1600000US0611324","Carmel Valley Village CDP, California","999400","117599","null","null",
"1600000US0611376","Carmet CDP, California","-","**","**","-",
"1600000US0611390","Carmichael CDP, California","429000","10504","null","null",
"1600000US0611418","Carnelian Bay CDP, California","630600","49411","null","null",
"1600000US0611446","Carpinteria city, California","729000","65739","null","null",
"1600000US0611481","Carrick CDP, California","-","**","**","-",
"1600000US0611530","Carson city, California","541900","11733","null","null",
"1600000US0611600","Cartago CDP, California","-","**","**","-",
"1600000US0611614","Caruthers CDP, California","216700","91801","null","null",
"1600000US0611656","Casa Conejo CDP, California","626800","9130","null","null",
"1600000US0611691","Casa de Oro-Mount Helix CDP, California","687900","16182","null","null",
"1600000US0611696","Casa Loma CDP, California","141900","30405","null","null",
"1600000US0611754","Casmalia CDP, California","-","**","**","-",
"1600000US0611768","Caspar CDP, California","-","**","**","-",
"1600000US0611782","Cassel CDP, California","155200","23117","null","null",
"1600000US0611796","Castaic CDP, California","600300","11817","null","null",
"1600000US0611824","Castella CDP, California","235300","70924","null","null",
"1600000US0611915","Castle Hill CDP, California","1407300","146150","null","null",
"1600000US0611964","Castro Valley CDP, California","867600","14844","null","null",
"1600000US0611978","Castroville CDP, California","578800","50677","null","null",
"1600000US0612048","Cathedral City city, California","325200","6899","null","null",
"1600000US0612062","Catheys Valley CDP, California","283300","188301","null","null",
"1600000US0612132","Cayucos CDP, California","853800","66132","null","null",
"1600000US0612146","Cazadero CDP, California","600000","417596","null","null",
"1600000US0612216","Cedar Flat CDP, California","890900","177618","null","null",
"1600000US0612300","Cedar Ridge CDP, California","319900","24315","null","null",
"1600000US0612314","Cedar Slope CDP, California","-","**","**","-",
"1600000US0612328","Cedarville CDP, California","149000","45398","null","null",
"1600000US0612412","Centerville CDP (Fresno County), California","-","**","**","-",
"1600000US0612415","Centerville CDP (Shasta County), California","421800","38017","null","null",
"1600000US0612524","Ceres city, California","305000","11890","null","null",
"1600000US0612552","Cerritos city, California","764200","15562","null","null",
"1600000US0612594","Chalfant CDP, California","258300","41576","null","null",
"1600000US0612612","Challenge-Brownsville CDP, California","269600","18716","null","null",
"1600000US0612669","Channel Islands Beach CDP, California","868800","112799","null","null",
"1600000US0612730","Charleston View CDP, California","-","**","**","-",
"1600000US0612734","Charter Oak CDP, California","513200","33693","null","null",
"1600000US0612818","Cherokee CDP, California","442900","26911","null","null",
"1600000US0612860","Cherokee Strip CDP, California","98200","13545","null","null",
"1600000US0612902","Cherryland CDP, California","579700","43549","null","null",
"1600000US0612916","Cherry Valley CDP, California","299800","33412","null","null",
"1600000US0612930","Chester CDP, California","209900","34237","null","null",
"1600000US0613014","Chico city, California","369500","7200","null","null",
"1600000US0613077","Chilcoot-Vinton CDP, California","-","**","**","-",
"1600000US0613157","China Lake Acres CDP, California","151600","71489","null","null",
"1600000US0613182","Chinese Camp CDP, California","-","**","**","-",
"1600000US0613210","Chino city, California","503800","16856","null","null",
"1600000US0613214","Chino Hills city, California","677000","14506","null","null",
"1600000US0613278","Choctaw Valley CDP, California","578100","275579","null","null",
"1600000US0613294","Chowchilla city, California","241000","17507","null","null",
"1600000US0613364","Chualar CDP, California","488500","125162","null","null",
"1600000US0613392","Chula Vista city, California","565400","8805","null","null",
"1600000US0613560","Citrus CDP, California","494000","22115","null","null",
"1600000US0613588","Citrus Heights city, California","349500","4275","null","null",
"1600000US0613756","Claremont city, California","711800","16415","null","null",
"1600000US0613784","Clarksburg CDP, California","821000","359272","null","null",
"1600000US0613854","Clay CDP, California","611400","35170","null","null",
"1600000US0613882","Clayton city, California","827000","19441","null","null",
"1600000US0613910","Clear Creek CDP, California","190400","7006","null","null",
"1600000US0613945","Clearlake city, California","155200","10238","null","null",
"1600000US0613966","Clearlake Oaks CDP, California","204800","127584","null","null",
"1600000US0613985","Clearlake Riviera CDP, California","257100","29576","null","null",
"1600000US0614008","Cleone CDP, California","463600","338060","null","null",
"1600000US0614106","Clio CDP, California","-","**","**","-",
"1600000US0614148","Clipper Mills CDP, California","-","**","**","-",
"1600000US0614190","Cloverdale city, California","524000","51876","null","null",
"1600000US0614218","Clovis city, California","361800","5184","null","null",
"1600000US0614232","Clyde CDP, California","517100","78694","null","null",
"1600000US0614260","Coachella city, California","262200","6427","null","null",
"1600000US0614274","Coalinga city, California","200200","20961","null","null",
"1600000US0614288","Coarsegold CDP, California","278200","39050","null","null",
"1600000US0614302","Cobb CDP, California","266700","37320","null","null",
"1600000US0614406","Coffee Creek CDP, California","422500","47912","null","null",
"1600000US0614442","Cohasset CDP, California","379100","80737","null","null",
"1600000US0614450","Cold Springs CDP (El Dorado County), California","-","**","**","-",
"1600000US0614454","Cold Springs CDP (Tuolumne County), California","-","**","**","-",
"1600000US0614484","Coleville CDP, California","-","**","**","-",
"1600000US0614498","Colfax city, California","294600","27477","null","null",
"1600000US0614554","College City CDP, California","-","**","**","-",
"1600000US0614708","Collierville CDP, California","575300","116824","null","null",
"1600000US0614736","Colma town, California","876000","41721","null","null",
"1600000US0614764","Coloma CDP, California","443300","44387","null","null",
"1600000US0614890","Colton city, California","325800","10417","null","null",
"1600000US0614904","Columbia CDP, California","360500","64543","null","null",
"1600000US0614946","Colusa city, California","275000","22899","null","null",
"1600000US0614974","Commerce city, California","455700","20541","null","null",
"1600000US0615030","Comptche CDP, California","958300","496210","null","null",
"1600000US0615044","Compton city, California","423000","8181","null","null",
"1600000US0616000","Concord city, California","612600","9092","null","null",
"1600000US0616035","Concow CDP, California","259600","122944","null","null",
"1600000US0616090","Contra Costa Centre CDP, California","686700","52121","null","null",
"1600000US0616210","Copperopolis CDP, California","338700","29375","null","null",
"1600000US0616224","Corcoran city, California","176900","15438","null","null",
"1600000US0616322","Corning city, California","186500","29411","null","null",
"1600000US0616350","Corona city, California","530100","10869","null","null",
"1600000US0616378","Coronado city, California","1656900","42182","null","null",
"1600000US0616420","Coronita CDP, California","474800","39061","null","null",
"1600000US0616434","Corralitos CDP, California","1179300","387956","null","null",
"1600000US0616462","Corte Madera town, California","1372500","100936","null","null",
"1600000US0616532","Costa Mesa city, California","841700","12880","null","null",
"1600000US0616560","Cotati city, California","585900","34989","null","null",
"1600000US0616580","Coto de Caza CDP, California","1165200","49708","null","null",
"1600000US0616623","Cottonwood CDP (Kern County), California","144500","88103","null","null",
"1600000US0616630","Cottonwood CDP (Shasta County), California","248200","51344","null","null",
"1600000US0616644","Coulterville CDP, California","-","**","**","-",
"1600000US0616651","Country Club CDP, California","280200","12903","null","null",
"1600000US0616714","Courtland CDP, California","618600","51822","null","null",
"1600000US0616728","Covelo CDP, California","275000","88988","null","null",
"1600000US0616742","Covina city, California","575500","11998","null","null",
"1600000US0616762","Cowan CDP, California","266000","48991","null","null",
"1600000US0616886","Crane Creek CDP, California","-","**","**","-",
"1600000US0617022","Crescent City city, California","194400","59986","null","null",
"1600000US0617050","Crescent Mills CDP, California","-","**","**","-",
"1600000US0617078","Cressey CDP, California","202100","95163","null","null",
"1600000US0617106","Crest CDP, California","521700","69616","null","null",
"1600000US0617162","Crestline CDP, California","277900","15360","null","null",
"1600000US0617232","Creston CDP, California","-","**","**","-",
"1600000US0617267","C-Road CDP, California","-","**","**","-",
"1600000US0617274","Crockett CDP, California","594300","34584","null","null",
"1600000US0617288","Cromberg CDP, California","350000","86052","null","null",
"1600000US0617372","Crowley Lake CDP, California","524800","167733","null","null",
"1600000US0617428","Crows Landing CDP, California","408300","356303","null","null",
"1600000US0617498","Cudahy city, California","434200","26264","null","null",
"1600000US0617568","Culver City city, California","976300","60654","null","null",
"1600000US0617610","Cupertino city, California","2,000,000+","***","***","2,000,000+",
"1600000US0617708","Cutler CDP, California","170900","15051","null","null",
"1600000US0617722","Cutten CDP, California","376200","29562","null","null",
"1600000US0617727","Cuyama CDP, California","120800","20038","null","null",
"1600000US0617750","Cypress city, California","702000","16231","null","null",
"1600000US0617876","Dales CDP, California","-","**","**","-",
"1600000US0617918","Daly City city, California","904000","15378","null","null",
"1600000US0617946","Dana Point city, California","966600","26355","null","null",
"1600000US0617988","Danville town, California","1252400","46285","null","null",
"1600000US0617995","Daphnedale Park CDP, California","-","**","**","-",
"1600000US0618030","Darwin CDP, California","-","**","**","-",
"1600000US0618086","Davenport CDP, California","925000","129269","null","null",
"1600000US0618100","Davis city, California","697900","14127","null","null",
"1600000US0618153","Day Valley CDP, California","958500","94082","null","null",
"1600000US0618324","Deer Park CDP, California","817700","128722","null","null",
"1600000US0618352","Del Aire CDP, California","756600","53804","null","null",
"1600000US0618394","Delano city, California","212700","11239","null","null",
"1600000US0618422","Del Dios CDP, California","659300","59791","null","null",
"1600000US0618450","Delft Colony CDP, California","-","**","**","-",
"1600000US0618464","Delhi CDP, California","273500","20954","null","null",
"1600000US0618485","Delleker CDP, California","217900","153961","null","null",
"1600000US0618506","Del Mar city, California","2,000,000+","***","***","2,000,000+",
"1600000US0618590","Del Monte Forest CDP, California","1429900","185343","null","null",
"1600000US0618674","Del Rey CDP, California","165100","21675","null","null",
"1600000US0618688","Del Rey Oaks city, California","690900","39694","null","null",
"1600000US0618695","Del Rio CDP, California","861300","303694","null","null",
"1600000US0618856","Denair CDP, California","344100","17840","null","null",
"1600000US0618926","Derby Acres CDP, California","158500","31547","null","null",
"1600000US0618940","Descanso CDP, California","441200","108472","null","null",
"1600000US0618982","Desert Center CDP, California","112500","8584","null","null",
"1600000US0618986","Desert Edge CDP, California","52100","11724","null","null",
"1600000US0618996","Desert Hot Springs city, California","231500","11615","null","null",
"1600000US0619022","Desert Palms CDP, California","390300","30533","null","null",
"1600000US0619024","Desert Shores CDP, California","111400","52114","null","null",
"1600000US0619052","Desert View Highlands CDP, California","305800","34091","null","null",
"1600000US0619150","Diablo CDP, California","2,000,000+","***","***","2,000,000+",
"1600000US0619155","Diablo Grande CDP, California","396800","32356","null","null",
"1600000US0619192","Diamond Bar city, California","702600","18395","null","null",
"1600000US0619220","Diamond Springs CDP, California","344000","17781","null","null",
"1600000US0619248","Di Giorgio CDP, California","12800","1914","null","null",
"1600000US0619262","Dillon Beach CDP, California","1265000","173518","null","null",
"1600000US0619318","Dinuba city, California","226700","9091","null","null",
"1600000US0619339","Discovery Bay CDP, California","675400","15343","null","null",
"1600000US0619402","Dixon city, California","442100","10967","null","null",
"1600000US0619406","Dixon Lane-MeadowCreek CDP, California","91500","66390","null","null",
"1600000US0619416","Dobbins CDP, California","-","**","**","-",
"1600000US0619440","Dogtown CDP, California","656100","35350","null","null",
"1600000US0619455","Dollar Point CDP, California","842600","105219","null","null",
"1600000US0619570","Dorrington CDP, California","344900","71551","null","null",
"1600000US0619584","Dorris city, California","103700","11672","null","null",
"1600000US0619612","Dos Palos city, California","252800","22781","null","null",
"1600000US0619654","Dos Palos Y CDP, California","118300","101210","null","null",
"1600000US0619724","Douglas City CDP, California","288000","91707","null","null",
"1600000US0619766","Downey city, California","608600","9000","null","null",
"1600000US0619794","Downieville CDP, California","-","**","**","-",
"1600000US0619878","Doyle CDP, California","181300","39319","null","null",
"1600000US0619976","Drytown CDP, California","-","**","**","-",
"1600000US0619990","Duarte city, California","575500","21323","null","null",
"1600000US0620018","Dublin city, California","983000","18528","null","null",
"1600000US0620032","Ducor CDP, California","124500","17882","null","null",
"1600000US0620228","Dunnigan CDP, California","-","**","**","-",
"1600000US0620242","Dunsmuir city, California","226800","26816","null","null",
"1600000US0620270","Durham CDP, California","518300","68465","null","null",
"1600000US0620284","Dustin Acres CDP, California","158800","42028","null","null",
"1600000US0620298","Dutch Flat CDP, California","248400","56738","null","null",
"1600000US0620424","Eagleville CDP, California","-","**","**","-",
"1600000US0620438","Earlimart CDP, California","162900","10781","null","null",
"1600000US0620515","East Bakersfield CDP, California","118200","18785","null","null",
"1600000US0620574","Eastern Goleta Valley CDP, California","970700","31769","null","null",
"1600000US0620598","East Foothills CDP, California","999300","51557","null","null",
"1600000US0620697","East Hemet CDP, California","278900","8273","null","null",
"1600000US0620802","East Los Angeles CDP, California","476200","7794","null","null",
"1600000US0620900","East Nicolaus CDP, California","337000","32906","null","null",
"1600000US0620903","East Niles CDP, California","165800","9148","null","null",
"1600000US0620907","East Oakdale CDP, California","667800","36750","null","null",
"1600000US0620928","Easton CDP, California","232100","45252","null","null",
"1600000US0620942","East Orosi CDP, California","-","**","**","-",
"1600000US0620956","East Palo Alto city, California","955300","39831","null","null",
"1600000US0620984","East Pasadena CDP, California","872600","80675","null","null",
"1600000US0621012","East Porterville CDP, California","141900","16238","null","null",
"1600000US0621026","East Quincy CDP, California","234400","66028","null","null",
"1600000US0621034","East Rancho Dominguez CDP, California","405000","19036","null","null",
"1600000US0621061","East Richmond Heights CDP, California","747500","48579","null","null",
"1600000US0621096","East San Gabriel CDP, California","818400","29759","null","null",
"1600000US0621138","East Shore CDP, California","295000","261991","null","null",
"1600000US0621188","East Sonora CDP, California","256700","23394","null","null",
"1600000US0621210","East Tulare Villa CDP, California","189900","16197","null","null",
"1600000US0621230","Eastvale city, California","615300","6846","null","null",
"1600000US0621292","East Whittier CDP, California","626100","10548","null","null",
"1600000US0621530","Edgewood CDP, California","225000","110494","null","null",
"1600000US0621544","Edison CDP, California","-","**","**","-",
"1600000US0621558","Edmundson Acres CDP, California","193800","37062","null","null",
"1600000US0621565","Edna CDP, California","1148100","112226","null","null",
"1600000US0621600","Edwards AFB CDP, California","-","**","**","-",
"1600000US0621691","El Adobe CDP, California","-","**","**","-",
"1600000US0621712","El Cajon city, California","492500","12238","null","null",
"1600000US0621782","El Centro city, California","221500","13012","null","null",
"1600000US0621788","El Centro Naval Air Facility CDP, California","-","**","**","-",
"1600000US0621796","El Cerrito city, California","894600","16027","null","null",
"1600000US0621810","El Cerrito CDP, California","528600","63308","null","null",
"1600000US0621880","El Dorado Hills CDP, California","690200","11824","null","null",
"1600000US0621894","Eldridge CDP, California","869600","274024","null","null",
"1600000US0621916","Elfin Forest CDP, California","1258300","201038","null","null",
"1600000US0621936","El Granada CDP, California","1248200","85695","null","null",
"1600000US0621964","Elizabeth Lake CDP, California","312000","24482","null","null",
